timestamp,price
2024-07-15 21:08:34.458,63765.75236709564
2024-07-15 22:11:20.785,63705.15201182238
2024-07-15 23:06:48.732,64315.59239185009
2024-07-16 00:09:59.658,64894.80923587094
2024-07-16 01:04:14.722,64636.81716840933
2024-07-16 02:11:56.362,64781.59633903313
2024-07-16 03:05:20.442,64885.241268445745
2024-07-16 04:05:09.705,64774.95557913305
2024-07-16 05:00:09.470,64516.59579834891
2024-07-16 06:06:20.553,63630.04229989184
2024-07-16 07:06:05.601,62801.117747491146
2024-07-16 08:00:58.634,62909.93699601887
2024-07-16 09:07:46.728,62768.69454731729
2024-07-16 10:09:00.330,63136.05202803013
2024-07-16 11:01:11.759,63481.47969338322
2024-07-16 12:04:52.927,63795.90436231302
2024-07-16 13:06:19.874,63774.623843572
2024-07-16 14:07:30.507,63179.658545696824
2024-07-16 15:08:31.879,63898.0794376149
2024-07-16 16:07:05.641,65235.73062171311
2024-07-16 17:04:30.090,64435.20570024861
2024-07-16 18:02:21.050,64566.00222661687
2024-07-16 19:02:47.814,64780.92991307614
2024-07-16 20:10:52.288,65144.970819556984
2024-07-16 21:09:20.075,64772.756090466675
2024-07-16 22:06:29.181,64566.06071322991
2024-07-16 23:08:12.343,64698.987079558225
2024-07-17 00:08:06.489,65178.21786410649
2024-07-17 01:10:33.147,65621.07086132235
2024-07-17 02:02:01.220,65663.96246100322
2024-07-17 03:09:20.596,65724.43070784534
2024-07-17 04:04:04.908,65727.38563188832
2024-07-17 05:13:31.338,65866.76728301505
2024-07-17 06:07:20.297,65691.81355407793
2024-07-17 07:12:18.701,65580.27545006957
2024-07-17 08:09:39.645,65316.587628053414
2024-07-17 09:05:20.758,65203.83934198469
2024-07-17 10:09:10.870,65209.820079650875
2024-07-17 11:06:42.732,65077.63026247519
2024-07-17 12:08:40.018,64838.2623882498
2024-07-17 13:03:46.557,64734.50728516352
2024-07-17 14:10:54.493,65021.51236363203
2024-07-17 15:04:56.636,65024.15480192185
2024-07-17 16:08:40.207,64689.74595192153
2024-07-17 17:07:50.908,64340.502941883205
2024-07-17 18:07:41.357,64246.41763737234
2024-07-17 19:08:25.414,64576.21887222642
2024-07-17 20:05:14.204,64591.54908451396
2024-07-17 21:00:39.330,64523.47476463111
2024-07-17 22:06:34.001,64352.04165931211
2024-07-17 23:05:02.078,64288.46405518303
2024-07-18 00:03:21.358,64101.49229397971
2024-07-18 01:00:44.078,64543.149741454596
2024-07-18 02:04:32.166,64667.536281704495
2024-07-18 03:09:16.174,64638.949054802986
2024-07-18 04:09:22.208,64785.32198038902
2024-07-18 05:11:34.973,64639.0270103694
2024-07-18 06:11:34.851,64817.12652407137
2024-07-18 07:06:04.201,65005.47170329841
2024-07-18 08:03:31.488,64714.2525694089
2024-07-18 09:02:37.499,64955.2253984854
2024-07-18 10:12:04.854,64720.07674355206
2024-07-18 11:10:54.036,64619.52454366042
